frame_idx,filename,img_w,img_h,b_nose_x,b_nose_y,w_nose_x,w_nose_y,b_neck_x,b_neck_y,w_neck_x,w_neck_y,b_tail_x,b_tail_y,w_tail_x,w_tail_y,keypoints_per_mouse,nose_dist,neck_dist,tail_dist,b_body_len,w_body_len,min_pairwise_dist,b_orientation,w_orientation,b_facing_toward_w,w_facing_toward_b,b_nose_speed,w_nose_speed,nose_approach_velocity,relative_dist_change,nose_dist_roll5_mean,nose_dist_roll5_min,nose_dist_roll5_std,approach_in_window,is_close_interaction
293,frame_000293.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,262.354093840862,262.354093840862,0.0,0,0
294,frame_000294.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,148.792265625,508.8519140625,7,,,,,530.1597954908411,,,-1.8552733227360885,,,0.0,0.0,0.0,0.0,262.354093840862,262.354093840862,0.0,0,0
295,frame_000295.jpg,1035,573,,,,,,,,,,,704.346328125,363.1189453125001,7,,,,,,,,,,,0.0,0.0,0.0,0.0,262.354093840862,262.354093840862,0.0,0,0
296,frame_000296.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
297,frame_000297.jpg,1035,573,0.0,0.0,,,,,,,,,573.6203906249999,397.5905859375,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
298,frame_000298.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
299,frame_000299.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
300,frame_000300.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
301,frame_000301.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
302,frame_000302.jpg,1035,573,,,,,,,,,411.125859375,167.718046875,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
303,frame_000303.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
304,frame_000304.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
305,frame_000305.jpg,1035,573,303.939140625,92.055,0.0,0.0,295.11527343750004,150.0324609375,878.009296875,65.9574609375,256.606875,265.0678125,878.9644921874999,28.023515625,7,317.5738091040625,588.9261822878626,665.972223408954,179.3705010818549,879.411107477279,317.5738091040625,-1.3037538741365675,-3.1097210291216877,0.8766882622752962,0.6720939196800899,0.0,0.0,0.0,0.0,317.5738091040625,317.5738091040625,0.0,0,1
306,frame_000306.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,317.5738091040625,317.5738091040625,0.0,0,0
307,frame_000307.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,317.5738091040625,317.5738091040625,0.0,0,0
308,frame_000308.jpg,1035,573,0.0,0.0,0.0,0.0,,,812.5639453125,263.5359375,97.643671875,272.580234375,,,7,0.0,,,289.5414837793759,,0.0,-1.9147751712331884,,,,0.0,0.0,0.0,0.0,158.78690455203125,0.0,224.55859394472472,0,1
309,frame_000309.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,158.78690455203125,0.0,224.55859394472472,0,0
310,frame_000310.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
311,frame_000311.jpg,1035,573,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
312,frame_000312.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,377.798671875,123.80578125,7,,,,,397.56723700707124,,,-2.8249178740918226,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
313,frame_000313.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
314,frame_000314.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
315,frame_000315.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
316,frame_000316.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
317,frame_000317.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
318,frame_000318.jpg,1035,573,,,0.0,0.0,,,863.4364453124999,170.4901171875,,,0.0,0.0,7,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0
319,frame_000319.jpg,1035,573,,,0.0,0.0,,,189.5539453125,149.1017578125,,,296.1706640625,246.2578125,7,,,,,385.1752490341343,,,-2.447953479756958,,,0.0,0.0,0.0,0.0,,,0.0,0,0
320,frame_000320.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
321,frame_000321.jpg,1035,573,899.8095703125,525.5244140625,,,884.57765625,489.3472265625,,,833.6405859375,406.752890625,0.0,0.0,7,,,927.5799375547164,135.95958691053605,,927.5799375547164,1.0625096134360286,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
322,frame_000322.jpg,1035,573,,,,,0.0,0.0,,,300.7173046875,353.17066406249995,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
323,frame_000323.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
324,frame_000324.jpg,1035,573,98.961796875,470.156484375,,,115.2646875,186.4233984375,,,236.93296875,296.0615625,,,7,,,,222.13753868093332,,,2.240950676592484,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
325,frame_000325.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
326,frame_000326.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
327,frame_000327.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,516.8541796875,469.68,,,7,,,,698.3820913085033,,,-2.403976183136924,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
328,frame_000328.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
329,frame_000329.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
330,frame_000330.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
331,frame_000331.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
332,frame_000332.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
333,frame_000333.jpg,1035,573,,,,,0.0,0.0,,,809.217421875,432.233671875,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
334,frame_000334.jpg,1035,573,,,,,,,,,142.094765625,465.979453125,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
335,frame_000335.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
336,frame_000336.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
337,frame_000337.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
338,frame_000338.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
339,frame_000339.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,827.7825,242.833359375,7,,,,,862.6655827906883,,,-2.856244146516603,,,0.0,0.0,0.0,0.0,,,0.0,0,0
340,frame_000340.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
341,frame_000341.jpg,1035,573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,7,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
342,frame_000342.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
343,frame_000343.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
344,frame_000344.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
345,frame_000345.jpg,1035,573,,,0.0,0.0,,,718.2890625,398.1828515625,,,759.1954687499999,522.988359375,7,,,,,921.8972740019824,,,-2.5383743806701693,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
346,frame_000346.jpg,1035,573,0.0,0.0,,,491.17078125,275.97574218750003,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
347,frame_000347.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
348,frame_000348.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
349,frame_000349.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
350,frame_000350.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
351,frame_000351.jpg,1035,573,,,,,,,,,,,256.005703125,346.83164062500003,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
352,frame_000352.jpg,1035,573,0.0,0.0,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
353,frame_000353.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
354,frame_000354.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
355,frame_000355.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
356,frame_000356.jpg,1035,573,,,,,,,,,0.0,0.0,0.0,0.0,7,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
357,frame_000357.jpg,1035,573,,,,,0.0,0.0,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
358,frame_000358.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
359,frame_000359.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
360,frame_000360.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
361,frame_000361.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
362,frame_000362.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
363,frame_000363.jpg,1035,573,,,,,0.0,0.0,,,740.9354296875,198.738515625,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
364,frame_000364.jpg,1035,573,,,417.6251953125,421.474921875,,,488.058046875,439.9798828125,,,599.0076562500001,470.0607421875,7,,,,,187.7769396682731,,,-2.879872810738748,,,0.0,0.0,0.0,0.0,,,0.0,0,0
365,frame_000365.jpg,1035,573,,,0.0,0.0,,,201.57515625,450.1508203125,,,84.2954296875,465.258046875,7,,,,,472.83270788740913,,,-1.7500319488971372,,,0.0,593.3396274726147,0.0,0.0,,,0.0,0,0
366,frame_000366.jpg,1035,573,,,444.5042578125,442.5805078125,,,515.818828125,451.5847265625,,,657.4616015625,451.8675,7,,,,,213.15974873541762,,,-3.0980106319607446,,,0.0,627.2651282424457,0.0,0.0,,,0.0,0,0
367,frame_000367.jpg,1035,573,,,164.480625,349.1494921875,,,218.2365234375,328.22871093749995,,,363.4039453125,282.9226171875,7,,,,,209.65802235167416,,,2.820208157202035,,,0.0,295.1992371504858,0.0,0.0,,,0.0,0,0
368,frame_000368.jpg,1035,573,,,,,,,,,,,340.490390625,188.1534375,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
369,frame_000369.jpg,1035,573,,,650.7908203125,319.9013671875,,,595.681171875,304.9611328125,,,428.1657421875,281.2660546875,7,,,,,225.95267819199455,,,0.17183287058853403,,,0.0,0.0,0.0,0.0,,,0.0,0,0
370,frame_000370.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
371,frame_000371.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,618.9064453125,483.8609765625,7,,,,,785.5995370984956,,,-2.4780482942928876,,,0.0,0.0,0.0,0.0,,,0.0,0,0
372,frame_000372.jpg,1035,573,,,,,,,0.0,0.0,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
373,frame_000373.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
374,frame_000374.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,299.013984375,229.367109375,,,7,,,,376.8535971897521,,,-2.487250791450311,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
375,frame_000375.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
376,frame_000376.jpg,1035,573,,,,,0.0,0.0,362.9808984375,472.6301953125,,,378.89859375,315.2433984375,7,,595.9315683462545,,,,595.9315683462545,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
377,frame_000377.jpg,1035,573,,,625.2476953125,188.26921875,,,557.464453125,193.3546875,,,390.472265625,213.2891015625,7,,,,,236.1048430695599,,,-0.10616871530871165,,,0.0,0.0,0.0,0.0,,,0.0,0,0
378,frame_000378.jpg,1035,573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.1549609375,344.4225,0.0,0.0,7,0.0,0.0,704.140024817786,704.140024817786,0.0,0.0,-2.6304900783567313,0.0,1.0,0.8722057251275104,0.0,652.9777785057684,0.0,0.0,0.0,0.0,0.0,0,1
379,frame_000379.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
380,frame_000380.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
381,frame_000381.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
382,frame_000382.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,244.9730859375,314.421796875,7,,,,,398.5886089489331,,,-2.2326767943989556,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
383,frame_000383.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
384,frame_000384.jpg,1035,573,,,0.0,0.0,,,116.1219140625,453.056484375,,,134.4198046875,365.6973046875,7,,,,,389.6193046397057,,,-1.9230382417650242,,,0.0,0.0,0.0,0.0,,,0.0,0,0
385,frame_000385.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
386,frame_000386.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,862.1895703125,187.36078125,,,7,,,,882.312256237135,,,-2.9276114167336282,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
387,frame_000387.jpg,1035,573,,,,,0.0,0.0,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
388,frame_000388.jpg,1035,573,0.0,0.0,,,737.87390625,471.25640625,,,845.1608203125,380.80453125,,,7,,,,926.9891602450539,,,-2.7182644025867635,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
389,frame_000389.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
390,frame_000390.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
391,frame_000391.jpg,1035,573,,,,,,,,,,,670.2665625,175.270546875,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
392,frame_000392.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
393,frame_000393.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
394,frame_000394.jpg,1035,573,,,187.2249609375,416.2491796875,,,0.0,0.0,,,365.0783203125,439.2851953125,7,,,,,179.33899591792118,,,-3.012787221049575,,,0.0,0.0,0.0,0.0,,,0.0,0,0
395,frame_000395.jpg,1035,573,,,,,0.0,0.0,,,816.8456249999999,144.3346875,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
396,frame_000396.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
397,frame_000397.jpg,1035,573,879.2116406250001,492.2840625,456.1714453125,257.4596484375,896.7502734374999,436.953984375,364.047421875,256.5467578125,791.1577734374999,362.2884375,217.8980859375,248.791640625,7,483.84451251392187,562.422523961116,584.3870226258302,157.01065583524752,238.43097145145688,483.84451251392187,0.9754269756172769,0.03636238290471297,-0.8026356907015372,0.9553455739870595,0.0,0.0,0.0,0.0,483.84451251392187,483.84451251392187,0.0,0,0
398,frame_000398.jpg,1035,573,,,0.0,0.0,,,,,,,0.0,0.0,7,,,,,0.0,,,0.0,,,0.0,523.8108991726463,0.0,0.0,483.84451251392187,483.84451251392187,0.0,0,0
399,frame_000399.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,483.84451251392187,483.84451251392187,0.0,0,0
400,frame_000400.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,483.84451251392187,483.84451251392187,0.0,0,0
401,frame_000401.jpg,1035,573,0.0,0.0,279.50484375,275.741953125,527.75765625,154.5234375,0.0,0.0,666.0116015625,169.4703515625,0.0,0.0,7,392.6277911621917,549.914208279173,687.2347877360136,687.2347877360136,392.6277911621917,392.6277911621917,-2.892424943327849,0.7786212976122225,0.8690630158013479,0.5002188762370042,0.0,0.0,0.0,0.0,438.2361518380568,392.6277911621917,64.49996222541212,0,0
402,frame_000402.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,392.6277911621917,392.6277911621917,0.0,1,0
403,frame_000403.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,392.6277911621917,392.6277911621917,0.0,1,0
404,frame_000404.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,392.6277911621917,392.6277911621917,0.0,1,0
405,frame_000405.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,392.6277911621917,392.6277911621917,0.0,1,0
406,frame_000406.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
407,frame_000407.jpg,1035,573,,,,,,,,,,,697.907109375,256.4844140625,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
408,frame_000408.jpg,1035,573,0.0,0.0,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
409,frame_000409.jpg,1035,573,,,666.2921484375,411.219375,,,737.9473828125,436.7602734375,,,839.9551171875,411.6045703125,7,,,,,173.6633959431067,,,-3.1393745947625162,,,0.0,0.0,0.0,0.0,,,0.0,0,0
410,frame_000410.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
411,frame_000411.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
412,frame_000412.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
413,frame_000413.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
414,frame_000414.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
415,frame_000415.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
416,frame_000416.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
417,frame_000417.jpg,1035,573,771.36140625,365.632734375,,,830.031328125,400.518515625,,,0.0,0.0,,,7,,,,853.6309012087817,,,0.4426399728703054,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
418,frame_000418.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
419,frame_000419.jpg,1035,573,,,190.05046875,472.88625,,,258.152109375,468.6580078125001,,,380.141015625,491.29546875,7,,,,,190.97988204578496,,,-3.045049251942075,,,0.0,0.0,0.0,0.0,,,0.0,0,0
420,frame_000420.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
421,frame_000421.jpg,1035,573,,,0.0,0.0,,,594.32296875,171.106875,,,733.269375,233.0654296875,7,,,,,769.4176179606947,,,-2.833846467954897,,,0.0,0.0,0.0,0.0,,,0.0,0,0
422,frame_000422.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
423,frame_000423.jpg,1035,573,0.0,0.0,,,,,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
424,frame_000424.jpg,1035,573,,,,,,,0.0,0.0,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
425,frame_000425.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
426,frame_000426.jpg,1035,573,,,233.5285546875,440.9951953125,,,311.76550781249995,433.302421875,,,378.5801953125,304.4267578125,7,,,,,199.2257929315267,,,2.3863082474513226,,,0.0,0.0,0.0,0.0,,,0.0,0,0
427,frame_000427.jpg,1035,573,,,569.434453125,149.5604296875,,,628.00640625,165.73417968750002,,,740.4099609375,277.29609375,7,,,,,213.4221735088229,,,-2.499950647154692,,,0.0,444.71001250253266,0.0,0.0,,,0.0,0,0
428,frame_000428.jpg,1035,573,,,0.0,0.0,,,704.43984375,334.7658984375,,,562.808203125,349.5992578125,7,,,,,662.5501600391038,,,-2.5857526398131876,,,0.0,588.7477545894145,0.0,0.0,,,0.0,0,0
429,frame_000429.jpg,1035,573,,,321.84515625,258.3324609375,0.0,0.0,380.9025,218.7575390625,,,547.2690234375,186.1740234375,7,,439.2511529898712,,,236.69127571629892,439.2511529898712,,2.831797963922719,,,0.0,412.6983946850434,0.0,0.0,,,0.0,0,0
430,frame_000430.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
431,frame_000431.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
432,frame_000432.jpg,1035,573,820.7643750000001,344.070703125,25.474101562500003,293.8416796875,809.1394921875001,242.1965625,0.0,0.0,741.4876171875001,134.0101171875,0.0,0.0,7,796.8748796516168,844.6099056394389,753.5002308898148,224.52227972668462,294.94382952011034,753.5002308898148,1.2099236561589923,1.484319251627795,-0.4619475598542626,0.2043447155392714,0.0,0.0,0.0,0.0,796.8748796516168,796.8748796516168,0.0,0,0
433,frame_000433.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,796.8748796516168,796.8748796516168,0.0,0,0
434,frame_000434.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,796.8748796516168,796.8748796516168,0.0,0,0
435,frame_000435.jpg,1035,573,,,,,,,,,,,667.1471484374999,317.42765625,7,,,,,,,,,,,0.0,0.0,0.0,0.0,796.8748796516168,796.8748796516168,0.0,0,0
436,frame_000436.jpg,1035,573,,,,,,,,,,,133.558125,432.7546875000001,7,,,,,,,,,,,0.0,0.0,0.0,0.0,796.8748796516168,796.8748796516168,0.0,0,0
437,frame_000437.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,270.39375,257.2125,7,,,,,373.1903672327469,,,-2.381172413861708,,,0.0,0.0,0.0,0.0,,,0.0,0,0
438,frame_000438.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
439,frame_000439.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
440,frame_000440.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
441,frame_000441.jpg,1035,573,,,82.8926953125,260.6124609375,,,0.0,0.0,0.0,0.0,162.543515625,384.086484375,7,,,417.0645297208596,,146.93565816471667,417.0645297208596,,-2.14370619679713,,,0.0,0.0,0.0,0.0,,,0.0,0,0
442,frame_000442.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
443,frame_000443.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
444,frame_000444.jpg,1035,573,,,146.71933593749998,418.0348828125,,,140.53171875,346.32621093750004,,,0.0,0.0,7,,,,,443.03467898800153,,,1.2332541481624588,,,0.0,0.0,0.0,0.0,,,0.0,0,0
445,frame_000445.jpg,1035,573,263.825390625,187.810546875,,,323.862421875,165.18644531249998,,,459.8541796875,159.9451171875,,,7,,,,197.99941493090105,,,3.000388980893013,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
446,frame_000446.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
